review_text,review_id,cleaned_review,sentiment_score,sentiment_label
Not satisfied. Expected better build quality.,3489,not satisfied expected better build quality,-0.5773,negative
,3490,,,neutral
Very sturdy and feels safe to use. Highly recommended!,3491,sturdy feels safe use highly recommended,0.6115,positive
Not happy with the stability; it wobbles a bit,3492,not happy stability wobbles bit,-0.4585,negative
Sturdy and reliable,3493,sturdy reliable,0.0,neutral
"Good product, works as expected",3494,good product works expected,0.4404,positive
Easy to fold and store. Perfect for my small space!,3495,easy fold store perfect small space,0.765,positive
The ladder feels a bit shakyNot worth the price,3496,ladder feels bit shakynot worth price,0.2263,positive
,3497,,,neutral
,3498,,,neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3499,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
,3500,,,neutral
Not satisfied. Expected better build quality.,3501,not satisfied expected better build quality,-0.5773,negative
Not happy with the stability; it wobbles a bit,3502,not happy stability wobbles bit,-0.4585,negative
Not satisfied. Expected better build quality.,3503,not satisfied expected better build quality,-0.5773,negative
Easy to fold and store. Perfect for my small space!,3504,easy fold store perfect small space,0.765,positive
The ladder feels a bit shakyNot worth the price,3505,ladder feels bit shakynot worth price,0.2263,positive
Easy to fold and store. Perfect for my small space!,3506,easy fold store perfect small space,0.765,positive
The ladder feels a bit shakyNot worth the price,3507,ladder feels bit shakynot worth price,0.2263,positive
The quality is excellent; I feel safe using it,3508,quality excellent feel safe using,0.765,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3509,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
"Good product, works as expected",3510,good product works expected,0.4404,positive
This ladder is compact and easy to carry around,3511,ladder compact easy carry around,0.4404,positive
good product,3512,good product,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3513,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
,3514,,,neutral
"Good product, works as expected",3515,good product works expected,0.4404,positive
Sturdy and reliable,3516,sturdy reliable,0.0,neutral
"Good product, works as expected",3517,good product works expected,0.4404,positive
Not happy with the stability; it wobbles a bit,3518,not happy stability wobbles bit,-0.4585,negative
This ladder is compact and easy to carry around,3519,ladder compact easy carry around,0.4404,positive
"Good product, works as expected",3520,good product works expected,0.4404,positive
Easy to fold and store. Perfect for my small space!,3521,easy fold store perfect small space,0.765,positive
The ladder feels a bit shakyNot worth the price,3522,ladder feels bit shakynot worth price,0.2263,positive
"A bit heavy to handle, but overall it does the job well",3523,bit heavy handle overall job well,0.2732,positive
"A bit heavy to handle, but overall it does the job well",3524,bit heavy handle overall job well,0.2732,positive
good,3525,good,0.4404,positive
"Good product, works as expected",3526,good product works expected,0.4404,positive
Not satisfied. Expected better build quality.,3527,not satisfied expected better build quality,-0.5773,negative
,3528,,,neutral
"A bit heavy to handle, but overall it does the job well",3529,bit heavy handle overall job well,0.2732,positive
,3530,,,neutral
good product,3531,good product,0.4404,positive
"A bit heavy to handle, but overall it does the job well",3532,bit heavy handle overall job well,0.2732,positive
,3533,,,neutral
Not happy with the stability; it wobbles a bit,3534,not happy stability wobbles bit,-0.4585,negative
Sturdy and reliable,3535,sturdy reliable,0.0,neutral
,3536,,,neutral
The height is just right for cleaning and painting tasks,3537,height right cleaning painting tasks,0.0,neutral
good,3538,good,0.4404,positive
Sturdy and reliable,3539,sturdy reliable,0.0,neutral
Easy to fold and store. Perfect for my small space!,3540,easy fold store perfect small space,0.765,positive
,3541,,,neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3542,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
Easy to fold and store. Perfect for my small space!,3543,easy fold store perfect small space,0.765,positive
"Some scratches were present upon delivery, but it's functional",3544,scratches present upon delivery functional,0.0,neutral
"Good product, works as expected",3545,good product works expected,0.4404,positive
,3546,,,neutral
The height is just right for cleaning and painting tasks,3547,height right cleaning painting tasks,0.0,neutral
"Some scratches were present upon delivery, but it's functional",3548,scratches present upon delivery functional,0.0,neutral
Sturdy and reliable,3549,sturdy reliable,0.0,neutral
,3550,,,neutral
"Good product, works as expected",3551,good product works expected,0.4404,positive
The quality is excellent; I feel safe using it,3552,quality excellent feel safe using,0.765,positive
good,3553,good,0.4404,positive
Easy to fold and store. Perfect for my small space!,3554,easy fold store perfect small space,0.765,positive
The height is just right for cleaning and painting tasks,3555,height right cleaning painting tasks,0.0,neutral
Not happy with the stability; it wobbles a bit,3556,not happy stability wobbles bit,-0.4585,negative
,3557,,,neutral
Not happy with the stability; it wobbles a bit,3558,not happy stability wobbles bit,-0.4585,negative
"Some scratches were present upon delivery, but it's functional",3559,scratches present upon delivery functional,0.0,neutral
"A bit heavy to handle, but overall it does the job well",3560,bit heavy handle overall job well,0.2732,positive
,3561,,,neutral
,3562,,,neutral
"Good product, works as expected",3563,good product works expected,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3564,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
"Some scratches were present upon delivery, but it's functional",3565,scratches present upon delivery functional,0.0,neutral
,3566,,,neutral
,3567,,,neutral
Sturdy and reliable,3568,sturdy reliable,0.0,neutral
good,3569,good,0.4404,positive
good product,3570,good product,0.4404,positive
good,3571,good,0.4404,positive
Sturdy and reliable,3572,sturdy reliable,0.0,neutral
Very sturdy and feels safe to use. Highly recommended!,3573,sturdy feels safe use highly recommended,0.6115,positive
The height is just right for cleaning and painting tasks,3574,height right cleaning painting tasks,0.0,neutral
The quality is excellent; I feel safe using it,3575,quality excellent feel safe using,0.765,positive
The height is just right for cleaning and painting tasks,3576,height right cleaning painting tasks,0.0,neutral
The ladder feels a bit shakyNot worth the price,3577,ladder feels bit shakynot worth price,0.2263,positive
The height is just right for cleaning and painting tasks,3578,height right cleaning painting tasks,0.0,neutral
"Some scratches were present upon delivery, but it's functional",3579,scratches present upon delivery functional,0.0,neutral
The ladder feels a bit shakyNot worth the price,3580,ladder feels bit shakynot worth price,0.2263,positive
The height is just right for cleaning and painting tasks,3581,height right cleaning painting tasks,0.0,neutral
"Good product, works as expected",3582,good product works expected,0.4404,positive
The ladder feels a bit shakyNot worth the price,3583,ladder feels bit shakynot worth price,0.2263,positive
,3584,,,neutral
good,3585,good,0.4404,positive
Very sturdy and feels safe to use. Highly recommended!,3586,sturdy feels safe use highly recommended,0.6115,positive
,3587,,,neutral
Not happy with the stability; it wobbles a bit,3588,not happy stability wobbles bit,-0.4585,negative
Not satisfied. Expected better build quality.,3589,not satisfied expected better build quality,-0.5773,negative
good product,3590,good product,0.4404,positive
Not satisfied. Expected better build quality.,3591,not satisfied expected better build quality,-0.5773,negative
good,3592,good,0.4404,positive
Not satisfied. Expected better build quality.,3593,not satisfied expected better build quality,-0.5773,negative
,3594,,,neutral
Not happy with the stability; it wobbles a bit,3595,not happy stability wobbles bit,-0.4585,negative
,3596,,,neutral
Not happy with the stability; it wobbles a bit,3597,not happy stability wobbles bit,-0.4585,negative
The ladder feels a bit shakyNot worth the price,3598,ladder feels bit shakynot worth price,0.2263,positive
good,3599,good,0.4404,positive
The quality is excellent; I feel safe using it,3600,quality excellent feel safe using,0.765,positive
good product,3601,good product,0.4404,positive
good,3602,good,0.4404,positive
Easy to fold and store. Perfect for my small space!,3603,easy fold store perfect small space,0.765,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3604,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
Not happy with the stability; it wobbles a bit,3605,not happy stability wobbles bit,-0.4585,negative
Not happy with the stability; it wobbles a bit,3606,not happy stability wobbles bit,-0.4585,negative
,3607,,,neutral
This ladder is compact and easy to carry around,3608,ladder compact easy carry around,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3609,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
"Good product, works as expected",3610,good product works expected,0.4404,positive
good,3611,good,0.4404,positive
good product,3612,good product,0.4404,positive
The quality is excellent; I feel safe using it,3613,quality excellent feel safe using,0.765,positive
Very sturdy and feels safe to use. Highly recommended!,3614,sturdy feels safe use highly recommended,0.6115,positive
Very sturdy and feels safe to use. Highly recommended!,3615,sturdy feels safe use highly recommended,0.6115,positive
good product,3616,good product,0.4404,positive
Easy to fold and store. Perfect for my small space!,3617,easy fold store perfect small space,0.765,positive
Not satisfied. Expected better build quality.,3618,not satisfied expected better build quality,-0.5773,negative
Not satisfied. Expected better build quality.,3619,not satisfied expected better build quality,-0.5773,negative
This ladder is compact and easy to carry around,3620,ladder compact easy carry around,0.4404,positive
,3621,,,neutral
Easy to fold and store. Perfect for my small space!,3622,easy fold store perfect small space,0.765,positive
The ladder feels a bit shakyNot worth the price,3623,ladder feels bit shakynot worth price,0.2263,positive
Not satisfied. Expected better build quality.,3624,not satisfied expected better build quality,-0.5773,negative
Very sturdy and feels safe to use. Highly recommended!,3625,sturdy feels safe use highly recommended,0.6115,positive
This ladder is compact and easy to carry around,3626,ladder compact easy carry around,0.4404,positive
"A bit heavy to handle, but overall it does the job well",3627,bit heavy handle overall job well,0.2732,positive
"Some scratches were present upon delivery, but it's functional",3628,scratches present upon delivery functional,0.0,neutral
Not satisfied. Expected better build quality.,3629,not satisfied expected better build quality,-0.5773,negative
"Some scratches were present upon delivery, but it's functional",3630,scratches present upon delivery functional,0.0,neutral
good,3631,good,0.4404,positive
Not happy with the stability; it wobbles a bit,3632,not happy stability wobbles bit,-0.4585,negative
This ladder is compact and easy to carry around,3633,ladder compact easy carry around,0.4404,positive
Very sturdy and feels safe to use. Highly recommended!,3634,sturdy feels safe use highly recommended,0.6115,positive
,3635,,,neutral
Not satisfied. Expected better build quality.,3636,not satisfied expected better build quality,-0.5773,negative
Not happy with the stability; it wobbles a bit,3637,not happy stability wobbles bit,-0.4585,negative
,3638,,,neutral
,3639,,,neutral
This ladder is compact and easy to carry around,3640,ladder compact easy carry around,0.4404,positive
The quality is excellent; I feel safe using it,3641,quality excellent feel safe using,0.765,positive
good product,3642,good product,0.4404,positive
good,3643,good,0.4404,positive
,3644,,,neutral
Not satisfied. Expected better build quality.,3645,not satisfied expected better build quality,-0.5773,negative
"A bit heavy to handle, but overall it does the job well",3646,bit heavy handle overall job well,0.2732,positive
Sturdy and reliable,3647,sturdy reliable,0.0,neutral
Sturdy and reliable,3648,sturdy reliable,0.0,neutral
Very sturdy and feels safe to use. Highly recommended!,3649,sturdy feels safe use highly recommended,0.6115,positive
Very sturdy and feels safe to use. Highly recommended!,3650,sturdy feels safe use highly recommended,0.6115,positive
Easy to fold and store. Perfect for my small space!,3651,easy fold store perfect small space,0.765,positive
The height is just right for cleaning and painting tasks,3652,height right cleaning painting tasks,0.0,neutral
good product,3653,good product,0.4404,positive
,3654,,,neutral
good product,3655,good product,0.4404,positive
This ladder is compact and easy to carry around,3656,ladder compact easy carry around,0.4404,positive
good product,3657,good product,0.4404,positive
The height is just right for cleaning and painting tasks,3658,height right cleaning painting tasks,0.0,neutral
"Some scratches were present upon delivery, but it's functional",3659,scratches present upon delivery functional,0.0,neutral
good product,3660,good product,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3661,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
The height is just right for cleaning and painting tasks,3662,height right cleaning painting tasks,0.0,neutral
Not happy with the stability; it wobbles a bit,3663,not happy stability wobbles bit,-0.4585,negative
Not happy with the stability; it wobbles a bit,3664,not happy stability wobbles bit,-0.4585,negative
,3665,,,neutral
"A bit heavy to handle, but overall it does the job well",3666,bit heavy handle overall job well,0.2732,positive
"A bit heavy to handle, but overall it does the job well",3667,bit heavy handle overall job well,0.2732,positive
Sturdy and reliable,3668,sturdy reliable,0.0,neutral
The ladder feels a bit shakyNot worth the price,3669,ladder feels bit shakynot worth price,0.2263,positive
The quality is excellent; I feel safe using it,3670,quality excellent feel safe using,0.765,positive
good product,3671,good product,0.4404,positive
"Some scratches were present upon delivery, but it's functional",3672,scratches present upon delivery functional,0.0,neutral
Not happy with the stability; it wobbles a bit,3673,not happy stability wobbles bit,-0.4585,negative
,3674,,,neutral
"Some scratches were present upon delivery, but it's functional",3675,scratches present upon delivery functional,0.0,neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3676,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
Sturdy and reliable,3677,sturdy reliable,0.0,neutral
"A bit heavy to handle, but overall it does the job well",3678,bit heavy handle overall job well,0.2732,positive
The quality is excellent; I feel safe using it,3679,quality excellent feel safe using,0.765,positive
,3680,,,neutral
Not satisfied. Expected better build quality.,3681,not satisfied expected better build quality,-0.5773,negative
Sturdy and reliable,3682,sturdy reliable,0.0,neutral
Very sturdy and feels safe to use. Highly recommended!,3683,sturdy feels safe use highly recommended,0.6115,positive
The quality is excellent; I feel safe using it,3684,quality excellent feel safe using,0.765,positive
,3685,,,neutral
Not happy with the stability; it wobbles a bit,3686,not happy stability wobbles bit,-0.4585,negative
Very sturdy and feels safe to use. Highly recommended!,3687,sturdy feels safe use highly recommended,0.6115,positive
,3688,,,neutral
good product,3689,good product,0.4404,positive
Not satisfied. Expected better build quality.,3690,not satisfied expected better build quality,-0.5773,negative
"Some scratches were present upon delivery, but it's functional",3691,scratches present upon delivery functional,0.0,neutral
The height is just right for cleaning and painting tasks,3692,height right cleaning painting tasks,0.0,neutral
