Campaign_Type,Target_Audience,Duration,Ad_Type,Conversion_Rate,Ad_Budget,Reach,Clicks,Impressions,Date
Social Media,Men 25-34,15 days,Google Ads,0.08,2877000,830474,45436,833704,9/27/2021
Social Media,All Ages,45 days,Facebook,0.12,1980000,1197748,35066,708852,5/3/2021
Social Media,Men 18-24,60 days,Daraz,0.07,955000,870830,39926,983726,3/15/2021
Social Media,Women 35-44,60 days,Facebook,0.07,2288000,811864,40745,775334,8/20/2021
Social Media,Men 18-24,45 days,Website,0.09,2359000,1057308,37361,774726,6/24/2021
Social Media,Men 18-24,60 days,Instagram,0.1,2701000,954214,46168,900323,11/28/2021
Social Media,Men 18-24,30 days,Website,0.14,1721000,900853,43440,819196,10/23/2021
Social Media,All Ages,15 days,Facebook,0.08,2596000,987282,48183,891263,9/28/2021
Social Media,Women 25-34,45 days,Daraz,0.13,3164000,918676,44679,931947,6/18/2021
Social Media,Women 35-44,60 days,Instagram,0.14,1900000,874167,43739,938782,12/25/2021
Social Media,Women 35-44,60 days,Website,0.1,1121000,1009876,48612,713179,3/26/2021
Social Media,All Ages,45 days,Website,0.14,839000,1001128,33169,853215,8/13/2021
Social Media,All Ages,30 days,Daraz,0.09,2005000,847900,47943,963731,6/16/2021
Social Media,Men 25-34,15 days,YouTube,0.05,2002000,1042502,33148,865274,8/23/2021
Social Media,Women 25-34,15 days,Website,0.08,1989000,1119978,39885,881149,11/8/2021
Social Media,Women 25-34,15 days,Facebook,0.1,2055000,1110154,33439,861524,9/28/2021
Social Media,Women 35-44,30 days,Facebook,0.13,1357000,927726,44695,756491,7/20/2021
Social Media,All Ages,30 days,Daraz,0.03,3012000,955221,35617,939451,12/17/2021
Social Media,All Ages,60 days,Daraz,0.14,2702000,974048,30861,837330,12/5/2021
Social Media,Men 18-24,15 days,Website,0.1,2005000,1164746,45139,988550,5/11/2021
Social Media,All Ages,30 days,Google Ads,0.04,1746000,1036926,39328,712949,12/19/2021
Social Media,Men 25-34,45 days,Facebook,0.01,1648000,905503,42169,787660,10/24/2021
Social Media,Women 25-34,30 days,Facebook,0.14,2740000,1063554,48181,714887,12/6/2021
Social Media,Men 18-24,45 days,YouTube,0.05,1650000,883458,44394,722748,5/31/2021
Social Media,All Ages,60 days,Google Ads,0.07,924000,802788,30050,907917,11/28/2021
Social Media,Women 35-44,15 days,Google Ads,0.05,2883000,1034957,45850,948556,2/24/2021
Social Media,Women 25-34,45 days,Daraz,0.05,2214000,800231,41376,925344,9/30/2021
Social Media,Men 18-24,15 days,Google Ads,0.1,1950000,865527,38231,789531,2/12/2021
Social Media,Women 25-34,15 days,YouTube,0.06,1756000,820363,49481,898043,9/1/2021
Social Media,Women 35-44,15 days,Instagram,0.12,1688000,1195915,38498,833704,1/31/2021
Social Media,All Ages,15 days,Website,0.11,953000,954302,44595,927147,12/25/2021
Social Media,Women 25-34,45 days,Daraz,0.02,2926000,1037894,45367,940714,1/13/2021
Social Media,Women 25-34,45 days,Facebook,0.02,1729000,987056,47875,822012,12/25/2021
Social Media,Men 25-34,60 days,Instagram,0.12,3139000,1050105,37121,941894,7/21/2021
Social Media,Women 35-44,45 days,Instagram,0.1,2310000,822321,46696,967045,8/24/2021
Social Media,All Ages,15 days,Instagram,0.06,1202000,1015473,44882,702191,2/7/2021
Social Media,Women 25-34,30 days,Daraz,0.05,2108000,925425,47799,763696,6/15/2021
Social Media,Men 18-24,30 days,Facebook,0.11,2939000,962003,49032,800301,1/22/2021
Social Media,Women 35-44,60 days,Daraz,0.15,2549000,1021382,33099,868327,4/15/2021
Social Media,Men 18-24,60 days,Instagram,0.15,2306000,854947,40718,742530,1/13/2021
Social Media,All Ages,15 days,Daraz,0.1,2497000,866794,31138,951145,1/25/2021
Social Media,Women 35-44,30 days,Google Ads,0.02,1026000,1031379,42275,944589,9/3/2021
Social Media,Women 25-34,15 days,Facebook,0.07,1580000,880660,43179,961528,8/1/2021
Social Media,All Ages,30 days,Website,0.02,2044000,822704,33302,976308,7/26/2021
Social Media,All Ages,15 days,Facebook,0.14,2003000,1163805,44136,986455,2/3/2021
Social Media,Women 25-34,45 days,Daraz,0.11,2996000,1045803,37785,880403,10/28/2021
Social Media,Men 25-34,30 days,YouTube,0.08,2736000,1065372,47192,857897,11/7/2021
Social Media,Men 25-34,15 days,YouTube,0.1,1883000,835948,31672,760931,9/1/2021
Social Media,Men 25-34,30 days,Website,0.13,1963000,904427,37509,767869,6/7/2021
Social Media,All Ages,45 days,YouTube,0.1,3074000,868020,42696,708286,2/12/2021
Social Media,Women 25-34,15 days,Daraz,0.07,2341000,1039639,46229,806690,5/29/2021
Social Media,Women 35-44,15 days,YouTube,0.1,2095000,998542,42608,790578,4/22/2021
Social Media,All Ages,30 days,Facebook,0.01,913000,1048910,38716,741242,7/5/2021
Social Media,Women 25-34,30 days,Google Ads,0.1,3118000,941470,34698,838753,7/9/2021
Social Media,Women 35-44,60 days,Facebook,0.08,2218000,851694,45374,963733,3/17/2021
Social Media,All Ages,60 days,YouTube,0.08,3026000,800918,42662,843533,6/5/2021
Social Media,Men 25-34,60 days,YouTube,0.02,2710000,892597,43291,942095,8/15/2021
Social Media,Women 35-44,15 days,Website,0.03,2969000,1149932,33747,859060,6/5/2021
Social Media,All Ages,30 days,Website,0.1,1896000,1061017,45637,874619,3/3/2021
Social Media,All Ages,45 days,Daraz,0.04,3078000,879124,39021,970031,3/31/2021
Social Media,Women 35-44,15 days,Website,0.1,1895000,905827,48209,748795,2/7/2021
Social Media,All Ages,45 days,Facebook,0.13,2749000,973240,40305,883507,10/20/2021
Social Media,All Ages,45 days,Facebook,0.02,3038000,1006495,40240,908516,11/14/2021
Social Media,All Ages,60 days,YouTube,0.01,2336000,1146684,45495,999168,12/4/2021
Social Media,Women 35-44,45 days,Facebook,0.12,1102000,1197381,34525,905600,5/26/2021
Social Media,Women 25-34,60 days,Instagram,0.02,3176000,1061996,46603,836206,8/22/2021
Social Media,Women 25-34,15 days,Daraz,0.02,1539000,855449,37339,765705,9/4/2021
Social Media,Men 18-24,15 days,Website,0.1,1473000,953180,40894,779842,8/25/2021
Social Media,Women 25-34,30 days,Google Ads,0.05,1948000,1026942,48706,831680,3/23/2021
Social Media,Women 25-34,45 days,Facebook,0.05,2957000,1144247,30545,995092,8/15/2021
Social Media,Women 25-34,60 days,Google Ads,0.11,1736000,838277,37905,826482,6/7/2021
Social Media,Women 25-34,15 days,Instagram,0.02,2251000,861528,32980,885103,6/3/2021
Social Media,Men 18-24,45 days,Daraz,0.15,2632000,929774,48256,944613,12/28/2021
Social Media,Women 35-44,60 days,Daraz,0.09,1584000,808290,33600,744994,11/19/2021
Social Media,Men 25-34,45 days,Website,0.06,2145000,1015370,43775,790596,10/23/2021
Social Media,All Ages,45 days,Google Ads,0.07,2857000,894268,48445,897284,5/12/2021
Social Media,Men 25-34,15 days,Facebook,0.09,1314000,874090,37946,847299,4/19/2021
Social Media,All Ages,45 days,Daraz,0.14,1726000,1023005,47791,974200,6/17/2021
Social Media,Women 25-34,60 days,Google Ads,0.08,950000,1178932,34778,739846,6/3/2021
Social Media,Women 35-44,45 days,YouTube,0.07,1151000,1194227,37511,792982,2/19/2021
Social Media,Women 25-34,30 days,Google Ads,0.09,2918000,1191791,38657,876995,10/9/2021
Social Media,Women 35-44,15 days,Google Ads,0.06,3155000,1146837,33568,826784,10/6/2021
Social Media,Women 35-44,30 days,Google Ads,0.12,2730000,1140229,40393,918925,8/25/2021
Social Media,Men 25-34,60 days,Daraz,0.13,2079000,1123577,30478,945328,12/13/2021
Social Media,Men 25-34,30 days,YouTube,0.07,3118000,1020883,44353,752085,7/13/2021
Social Media,Women 35-44,45 days,Facebook,0.08,1310000,1029423,41217,705134,5/2/2021
Social Media,Men 18-24,30 days,Facebook,0.04,2452000,828815,49223,979061,3/5/2021
Social Media,Men 25-34,15 days,YouTube,0.11,1752000,986937,48820,978774,4/28/2021
Social Media,Men 25-34,60 days,Instagram,0.13,1914000,1063256,31722,788035,11/7/2021
Social Media,Women 25-34,45 days,Website,0.04,2840000,1180831,49323,794520,7/12/2021
Social Media,All Ages,15 days,YouTube,0.08,1178000,1046963,44902,888695,5/21/2021
Social Media,Women 35-44,15 days,Google Ads,0.13,2877000,1158086,30501,944752,3/29/2021
Social Media,Men 25-34,30 days,Instagram,0.01,1588000,960790,46015,746322,8/22/2021
Social Media,Men 25-34,60 days,Daraz,0.05,2467000,933132,34551,774101,8/30/2021
Social Media,Women 35-44,60 days,YouTube,0.13,2347000,1156729,43471,883132,11/1/2021
Social Media,Men 25-34,45 days,Google Ads,0.12,2985000,807118,30947,790267,1/6/2021
Social Media,Men 18-24,60 days,Daraz,0.14,1943000,1117741,31697,825096,1/12/2021
Social Media,Men 25-34,15 days,Facebook,0.09,1415000,875967,42379,807398,4/8/2021
Social Media,Women 35-44,60 days,Instagram,0.02,2955000,1065833,40030,958087,1/18/2021
Social Media,Women 25-34,60 days,Instagram,0.02,2791000,1187435,30814,897585,1/31/2021
Social Media,Women 25-34,60 days,YouTube,0.06,3009000,1168182,44476,980554,1/20/2021
Social Media,Men 25-34,15 days,Instagram,0.11,1326000,1112950,42033,847415,11/19/2021
Social Media,Men 25-34,60 days,YouTube,0.08,1466000,1142583,46555,817478,7/31/2021
Social Media,Men 25-34,45 days,Website,0.07,2546000,816238,40273,768146,9/15/2021
Social Media,Men 18-24,45 days,Daraz,0.07,2155000,870678,42538,893434,11/3/2021
Social Media,Men 18-24,30 days,Facebook,0.09,1008000,1088588,37238,977819,12/23/2021
Social Media,Men 25-34,60 days,Facebook,0.1,1030000,1141054,31491,841474,2/8/2021
Social Media,Women 25-34,60 days,YouTube,0.07,2868000,1020002,48854,792636,5/28/2021
Social Media,All Ages,45 days,Facebook,0.03,3087000,809440,45978,974240,2/16/2021
Social Media,Women 25-34,45 days,Google Ads,0.08,1445000,1016651,40646,885831,3/25/2021
Social Media,Men 18-24,45 days,Daraz,0.03,2217000,1015364,40537,981468,11/15/2021
Social Media,Men 18-24,15 days,Facebook,0.15,2062000,1184294,41653,932969,4/29/2021
Social Media,Women 25-34,60 days,Google Ads,0.06,3043000,1115634,43179,801899,3/6/2021
Social Media,Men 18-24,30 days,Google Ads,0.02,2672000,1116430,30311,754520,11/19/2021
Social Media,Men 18-24,45 days,Facebook,0.1,2205000,1038031,30042,715063,1/31/2021
Social Media,Women 35-44,30 days,Instagram,0.02,2593000,846760,41682,747451,2/10/2021
Social Media,Men 18-24,45 days,Google Ads,0.13,3174000,827680,33229,705590,4/28/2021
Social Media,Women 25-34,60 days,YouTube,0.11,2293000,862466,48793,987224,10/11/2021
Social Media,Women 25-34,60 days,Facebook,0.11,1039000,883417,30227,861554,12/1/2021
Social Media,Women 25-34,60 days,YouTube,0.06,1765000,1171787,33843,869562,4/13/2021
Social Media,Men 25-34,30 days,YouTube,0.08,2604000,1175365,49086,974727,8/9/2021
Social Media,Men 18-24,15 days,Instagram,0.13,2084000,1091113,41347,854025,8/26/2021
Social Media,Men 25-34,45 days,Instagram,0.02,1458000,891408,48103,715035,3/28/2021
Social Media,Men 18-24,30 days,Website,0.14,1282000,970260,31764,714843,7/8/2021
Social Media,All Ages,45 days,Instagram,0.07,2331000,872364,46410,895201,5/4/2021
Social Media,Men 25-34,15 days,YouTube,0.03,1639000,999474,37122,953949,4/5/2021
Social Media,All Ages,60 days,Daraz,0.08,1536000,842218,39505,715331,12/6/2021
Social Media,Men 25-34,15 days,Facebook,0.11,2247000,1065882,41920,939495,3/8/2021
Social Media,Women 35-44,30 days,Website,0.05,3142000,866811,33512,840846,7/1/2021
Social Media,Men 25-34,60 days,YouTube,0.1,1215000,1184114,36079,896759,4/12/2021
Social Media,Women 25-34,45 days,YouTube,0.02,1146000,842565,45048,938686,1/26/2021
Social Media,Men 18-24,30 days,YouTube,0.08,1628000,930319,42103,987430,11/16/2021
Social Media,Women 25-34,15 days,Facebook,0.14,1478000,901115,48358,996135,5/9/2021
Social Media,Men 18-24,15 days,Website,0.12,1153000,1101908,37028,894150,3/24/2021
Social Media,Women 35-44,45 days,Google Ads,0.12,2662000,977104,49453,718142,9/20/2021
Social Media,Women 35-44,15 days,Instagram,0.11,2154000,929932,31102,862197,6/29/2021
Social Media,All Ages,30 days,Website,0.12,1754000,995023,37152,912252,2/7/2021
Social Media,All Ages,30 days,Website,0.06,1886000,1188616,42590,897871,9/18/2021
Social Media,Women 35-44,60 days,Website,0.06,2337000,969765,47024,979909,5/14/2021
Social Media,Men 18-24,60 days,Google Ads,0.08,2010000,845610,39181,854270,6/3/2021
Social Media,All Ages,60 days,Daraz,0.06,1973000,870858,31823,723349,10/10/2021
Social Media,Men 25-34,15 days,Website,0.11,1031000,1161286,42169,720274,9/29/2021
Social Media,Men 25-34,30 days,Daraz,0.11,1351000,938409,34571,952450,5/16/2021
Social Media,Women 25-34,60 days,Instagram,0.1,1870000,1174831,44203,843386,6/10/2021
Social Media,Men 18-24,15 days,Google Ads,0.05,2917000,1029538,39892,731851,1/24/2021
Social Media,All Ages,30 days,Website,0.1,1547000,1111416,35900,976183,3/16/2021
Social Media,Women 25-34,15 days,YouTube,0.12,2417000,924949,48188,879227,11/27/2021
Social Media,Men 25-34,60 days,Facebook,0.11,2834000,892189,48268,887498,9/12/2021
Social Media,Women 25-34,30 days,YouTube,0.14,1190000,867706,31048,873782,2/13/2021
Social Media,All Ages,15 days,Website,0.11,1942000,997024,36670,751956,7/16/2021
Social Media,Men 18-24,60 days,Google Ads,0.04,2529000,957522,41003,741734,3/19/2021
Social Media,Men 25-34,45 days,Daraz,0.14,2492000,1009628,37191,792725,8/1/2021
Social Media,Women 35-44,45 days,Google Ads,0.01,3045000,848524,41366,975076,9/15/2021
Social Media,Men 18-24,45 days,Google Ads,0.07,3035000,944311,44626,826077,2/25/2021
Social Media,Women 35-44,60 days,Daraz,0.03,2097000,820077,34420,955308,6/12/2021
Social Media,All Ages,45 days,Instagram,0.1,3064000,996243,45000,944446,11/7/2021
Social Media,Women 25-34,15 days,Google Ads,0.07,2792000,1071918,40869,968396,3/7/2021
Social Media,Women 35-44,45 days,Facebook,0.06,883000,941289,42709,905008,3/14/2021
Social Media,All Ages,15 days,Instagram,0.12,1070000,1122906,38936,951893,8/17/2021
Social Media,All Ages,45 days,YouTube,0.1,3053000,986919,30028,865812,11/21/2021
Social Media,Women 35-44,45 days,Google Ads,0.15,2194000,872039,31537,887526,12/21/2021
Social Media,Women 35-44,15 days,YouTube,0.01,1431000,931062,33032,996347,12/21/2021
Social Media,Women 25-34,30 days,Facebook,0.1,2083000,1125136,30023,777108,11/5/2021
Social Media,Men 18-24,45 days,Website,0.01,1918000,1186902,46792,776465,7/10/2021
Social Media,Men 18-24,60 days,YouTube,0.12,2543000,967725,48437,797745,2/16/2021
Social Media,Women 35-44,30 days,Website,0.15,1861000,898334,33279,909771,7/5/2021
Social Media,Women 35-44,30 days,Website,0.15,2022000,1071574,38335,884884,6/1/2021
Social Media,All Ages,15 days,Instagram,0.05,2319000,1008557,30529,860761,1/7/2021
Social Media,Men 18-24,15 days,Daraz,0.03,3156000,1076293,39462,758674,10/14/2021
Social Media,Women 25-34,30 days,Instagram,0.03,2826000,1032669,36872,829459,11/1/2021
Social Media,Men 18-24,45 days,Facebook,0.01,939000,880744,33563,814280,12/3/2021
Social Media,All Ages,30 days,Daraz,0.14,843000,1102788,39822,918790,9/22/2021
Social Media,Men 25-34,60 days,Facebook,0.08,2509000,895147,30393,730933,3/1/2021
Social Media,All Ages,15 days,Website,0.04,916000,968672,35437,900276,2/25/2021
Social Media,Women 35-44,60 days,YouTube,0.09,1432000,891996,31871,872604,3/6/2021
Social Media,Men 18-24,60 days,YouTube,0.05,1635000,1154733,38560,866622,3/31/2021
Social Media,All Ages,45 days,Website,0.02,1835000,969403,37170,719181,11/18/2021
Social Media,Men 25-34,45 days,Instagram,0.01,2295000,1023208,46055,757298,4/13/2021
Social Media,Men 25-34,30 days,Google Ads,0.13,1315000,984209,36996,849423,2/3/2021
Social Media,All Ages,45 days,YouTube,0.1,1056000,929280,43031,819146,2/3/2021
Social Media,All Ages,30 days,Instagram,0.09,2640000,1131564,46966,840561,1/30/2021
Social Media,Women 25-34,60 days,Daraz,0.08,1605000,872239,45207,883608,7/5/2021
Social Media,All Ages,45 days,Instagram,0.09,2092000,969621,40979,885552,12/21/2021
Social Media,Women 25-34,45 days,YouTube,0.12,2523000,1076317,32423,824141,10/20/2021
Social Media,Men 25-34,15 days,Google Ads,0.08,2280000,1143823,42182,885664,12/6/2021
Social Media,Women 25-34,15 days,Instagram,0.11,2127000,1126436,36083,949114,9/17/2021
Social Media,All Ages,60 days,YouTube,0.04,1414000,811286,33221,874191,6/30/2021
Social Media,Men 18-24,45 days,Facebook,0.03,3176000,1080169,31388,743280,3/21/2021
Social Media,Men 18-24,60 days,Instagram,0.04,2205000,1021872,35233,745671,2/5/2021
Social Media,Men 25-34,45 days,Instagram,0.08,3098000,936003,44736,909699,12/8/2021
Social Media,Women 35-44,60 days,Instagram,0.04,2814000,848629,39112,782133,10/26/2021
Social Media,All Ages,30 days,Website,0.03,1707000,1158137,49275,982400,1/16/2021
Social Media,All Ages,15 days,Daraz,0.11,837000,844570,40969,861284,7/31/2021
Social Media,Men 18-24,15 days,Facebook,0.07,2735000,849731,39892,869316,12/6/2021
Social Media,Women 35-44,15 days,Facebook,0.08,2386000,872148,39825,791215,2/20/2021
Social Media,Men 18-24,15 days,Website,0.05,1975000,945158,41948,972307,5/18/2021
Social Media,Men 18-24,15 days,Instagram,0.1,2016000,959505,43405,821370,5/20/2021
Social Media,Women 35-44,30 days,Website,0.02,3059000,914709,42183,865014,8/25/2021
Social Media,Men 25-34,30 days,Website,0.12,1231000,1067175,49134,907877,9/5/2021
Social Media,Men 18-24,60 days,YouTube,0.02,1147000,1101511,38476,921461,5/21/2021
Social Media,Men 18-24,45 days,Facebook,0.1,3018000,1079918,38011,854763,1/24/2021
Social Media,Women 25-34,60 days,Google Ads,0.12,2143000,938219,36008,914988,8/30/2021
Social Media,Women 25-34,30 days,Instagram,0.07,2501000,1188232,31830,730453,11/23/2021
Social Media,Women 35-44,60 days,Daraz,0.13,1028000,1004084,47658,747074,6/12/2021
Social Media,All Ages,60 days,Website,0.06,2690000,914645,48260,700736,2/1/2021
Social Media,Women 35-44,15 days,YouTube,0.03,2767000,1195332,35759,928881,7/26/2021
Social Media,Women 35-44,30 days,YouTube,0.07,2417000,1125054,31475,874811,3/6/2021
Social Media,Women 35-44,15 days,YouTube,0.11,1918000,1027715,38874,968894,9/6/2021
Social Media,Women 35-44,30 days,Website,0.09,1674000,875628,41784,841755,6/14/2021
Social Media,Men 25-34,60 days,Website,0.13,2117000,977333,35533,936785,7/9/2021
Social Media,Men 18-24,60 days,Website,0.07,2380000,1090472,39458,704790,1/9/2021
Social Media,All Ages,60 days,Facebook,0.1,2761000,1190929,32648,786375,7/30/2021
Social Media,Women 35-44,15 days,Instagram,0.02,1860000,995378,45627,902861,8/10/2021
Social Media,All Ages,60 days,Google Ads,0.12,1606000,914172,38127,713663,6/29/2021
Social Media,Men 25-34,30 days,Daraz,0.03,2855000,1182342,35048,829469,5/25/2021
Mega,Men 18-24,30 days,Daraz,0.09,2479000,1199013,40325,784486,9/27/2021
Mega,Women 25-34,30 days,Daraz,0.11,1460000,1128152,37726,863661,1/2/2021
Mega,Women 25-34,45 days,Daraz,0.13,2808000,887012,30778,985329,7/12/2021
Mega,Women 35-44,30 days,Google Ads,0.06,3002000,1085236,43053,904344,12/31/2021
Mega,Men 25-34,45 days,Instagram,0.02,1038000,1113360,30625,812087,11/29/2021
Mega,Women 35-44,15 days,Facebook,0.12,1178000,827430,36946,879127,8/19/2021
Mega,Women 25-34,15 days,Google Ads,0.03,2390000,1077310,38625,912225,7/22/2021
Mega,Women 25-34,15 days,Facebook,0.11,1364000,1148994,45142,813294,10/9/2021
Mega,Women 25-34,45 days,Google Ads,0.15,2214000,1150777,45051,977426,4/28/2021
Mega,Women 25-34,45 days,Google Ads,0.15,2199000,849330,33005,806819,9/26/2021
Mega,Men 25-34,60 days,Facebook,0.11,2708000,1108068,33451,792061,9/27/2021
Mega,Women 25-34,15 days,Website,0.07,2443000,1084466,41239,751753,3/3/2021
Mega,Women 25-34,30 days,Instagram,0.12,3080000,1124951,45305,963641,1/20/2021
Mega,Women 35-44,45 days,YouTube,0.07,1281000,859289,40974,712133,3/17/2021
Mega,Men 25-34,30 days,Facebook,0.11,880000,1179986,35726,974308,4/19/2021
Mega,Women 25-34,30 days,Google Ads,0.01,1998000,811375,49988,798643,8/24/2021
Mega,Women 25-34,30 days,YouTube,0.02,847000,810534,32022,734491,3/15/2021
Mega,Men 25-34,45 days,YouTube,0.12,2279000,874335,35335,749295,8/2/2021
Mega,Women 25-34,60 days,YouTube,0.06,1921000,1074863,39718,991519,12/31/2021
Mega,Men 18-24,45 days,Instagram,0.04,3044000,956236,37940,991977,1/8/2021
Mega,Men 25-34,45 days,Instagram,0.04,1580000,983627,47526,847021,9/12/2021
Mega,Women 25-34,30 days,Google Ads,0.13,2884000,1154741,34487,708681,4/2/2021
Mega,Women 25-34,15 days,Google Ads,0.12,2088000,1125413,37651,752772,3/17/2021
Mega,Men 18-24,30 days,Facebook,0.14,1216000,1119440,44744,811395,4/9/2021
Mega,Women 25-34,60 days,Google Ads,0.11,2265000,1027775,36494,772613,2/23/2021
Mega,Women 35-44,45 days,Daraz,0.01,1798000,832785,34012,844949,9/1/2021
Mega,Men 18-24,45 days,YouTube,0.13,1480000,1086152,43596,785633,12/7/2021
Mega,Women 25-34,45 days,Facebook,0.02,1796000,1168185,44061,807878,3/5/2021
Mega,Men 25-34,30 days,Instagram,0.03,2732000,895998,34793,793540,1/31/2021
Mega,Men 18-24,15 days,Instagram,0.07,2864000,1115638,42105,810179,12/29/2021
Mega,Men 18-24,15 days,Website,0.15,2577000,1143212,44268,956544,1/12/2021
Mega,All Ages,45 days,Daraz,0.02,2499000,886770,36491,775834,6/10/2021
Mega,Men 25-34,30 days,Facebook,0.11,1164000,1038634,46221,795623,2/10/2021
Mega,Women 35-44,60 days,YouTube,0.15,2752000,920666,36236,805888,2/17/2021
Mega,Women 35-44,45 days,Facebook,0.04,1673000,874063,36787,715685,11/19/2021
Mega,Women 25-34,15 days,Instagram,0.03,2665000,899621,32724,716680,5/24/2021
Mega,Men 25-34,60 days,Facebook,0.09,939000,938272,34174,908228,5/3/2021
Mega,Women 35-44,15 days,YouTube,0.15,2188000,821851,30703,703331,10/20/2021
Mega,All Ages,15 days,Facebook,0.1,2796000,852796,35964,810224,3/3/2021
Mega,Men 18-24,30 days,Facebook,0.13,1415000,851371,43664,882710,12/3/2021
Mega,Women 35-44,30 days,Daraz,0.1,1424000,997702,31927,866847,7/6/2021
Mega,Women 35-44,60 days,Daraz,0.14,1220000,1098505,35982,786506,8/21/2021
Mega,Men 18-24,60 days,Facebook,0.08,1266000,999741,45265,800776,1/24/2021
Mega,Women 25-34,60 days,Instagram,0.03,937000,1024540,30078,934629,4/12/2021
Mega,All Ages,30 days,Facebook,0.04,1963000,1047941,37344,843400,6/5/2021
Mega,Women 25-34,60 days,Website,0.03,2545000,1016445,40675,722249,3/11/2021
Mega,All Ages,30 days,YouTube,0.1,2901000,909109,46270,942629,5/27/2021
Mega,Women 35-44,60 days,Google Ads,0.12,2166000,1084965,41684,951716,3/16/2021
Mega,All Ages,60 days,Website,0.07,2316000,1008565,49790,997559,3/21/2021
Mega,Men 18-24,60 days,Google Ads,0.05,2646000,1146192,37386,932434,7/23/2021
Mega,All Ages,45 days,Facebook,0.07,2549000,904654,39943,780953,4/7/2021
Mega,Men 18-24,30 days,Google Ads,0.11,2560000,884643,33651,904453,12/12/2021
Mega,Men 18-24,45 days,Facebook,0.05,2060000,937517,47809,851320,6/27/2021
Mega,Women 25-34,15 days,Website,0.11,2753000,1030778,36416,783866,12/18/2021
Mega,Men 18-24,30 days,Website,0.09,2599000,862336,37606,969178,7/15/2021
Mega,All Ages,30 days,Facebook,0.07,1981000,917517,38929,884421,10/10/2021
Mega,Women 25-34,60 days,Instagram,0.15,830000,1159083,47912,765085,8/25/2021
Mega,Women 35-44,15 days,YouTube,0.14,2283000,864621,38602,978231,4/6/2021
Mega,Men 18-24,30 days,YouTube,0.05,3191000,1195010,31534,993474,10/17/2021
Mega,Women 25-34,15 days,Instagram,0.06,2358000,1063777,43982,986292,6/18/2021
Mega,Men 25-34,45 days,Google Ads,0.08,2152000,997070,39023,738402,12/8/2021
Mega,All Ages,60 days,YouTube,0.07,2910000,833987,34021,990447,2/12/2021
Mega,Women 35-44,60 days,YouTube,0.14,2932000,1102966,36632,870495,7/3/2021
Mega,Women 35-44,15 days,Website,0.05,3041000,1020406,45008,887779,7/23/2021
Mega,Women 25-34,45 days,Website,0.07,2908000,834940,42322,951005,12/5/2021
Mega,All Ages,30 days,Instagram,0.08,808000,1089376,44417,792307,9/26/2021
Mega,Men 18-24,60 days,Daraz,0.09,1671000,985175,34788,789499,1/30/2021
Mega,Women 25-34,45 days,Daraz,0.04,2461000,1082164,39452,928671,1/18/2021
Mega,Men 25-34,60 days,YouTube,0.08,3147000,1157898,32407,726468,8/5/2021
Mega,Men 25-34,45 days,Google Ads,0.05,3099000,1188137,31445,720581,7/2/2021
Mega,Women 35-44,60 days,Website,0.11,1059000,952549,44637,763743,9/30/2021
Mega,Men 25-34,60 days,Facebook,0.14,2454000,1079438,33138,781176,2/21/2021
Mega,All Ages,60 days,Website,0.07,2121000,1054592,43622,949085,4/26/2021
Mega,All Ages,30 days,Google Ads,0.07,2095000,901892,33510,851761,6/2/2021
Mega,All Ages,60 days,Daraz,0.04,2997000,1178262,30687,756495,1/17/2021
Mega,Women 25-34,30 days,Daraz,0.02,1743000,1101918,48507,735629,8/18/2021
Mega,Men 18-24,60 days,Website,0.06,2524000,981967,38927,737325,1/10/2021
Mega,Men 18-24,45 days,Website,0.07,2089000,845697,31279,984621,9/17/2021
Mega,Men 18-24,30 days,Instagram,0.1,1627000,1070442,48330,970047,1/12/2021
Mega,Women 25-34,60 days,Google Ads,0.14,1869000,1065455,47985,774204,11/19/2021
Mega,Men 18-24,30 days,YouTube,0.11,2181000,1019907,38764,934464,12/15/2021
Mega,Men 25-34,15 days,Instagram,0.06,2115000,1132013,38505,899323,8/29/2021
Mega,Women 35-44,60 days,Website,0.14,1646000,956203,40118,972120,4/13/2021
Mega,All Ages,15 days,Instagram,0.09,1092000,853700,48853,798546,10/30/2021
Mega,Women 35-44,30 days,Instagram,0.04,2303000,935676,44583,811153,8/23/2021
Mega,Women 35-44,15 days,Daraz,0.07,1878000,1199828,47737,977060,1/1/2021
Mega,All Ages,30 days,Daraz,0.07,2175000,882520,46205,977286,7/1/2021
Mega,Women 25-34,45 days,Instagram,0.01,961000,1140280,35246,714663,6/22/2021
Mega,Women 35-44,30 days,Daraz,0.1,1466000,1170186,46802,721145,9/15/2021
Mega,Men 25-34,45 days,Website,0.11,1283000,900553,38233,835619,1/17/2021
Mega,Women 25-34,30 days,Facebook,0.08,1887000,1169284,46345,827915,3/7/2021
Mega,Women 35-44,60 days,Website,0.07,1058000,845401,33407,746545,10/12/2021
Mega,Women 35-44,45 days,Facebook,0.12,1148000,1069849,31146,901549,11/18/2021
Mega,Women 35-44,45 days,Google Ads,0.07,2172000,1072621,48874,702824,4/6/2021
Mega,Men 25-34,45 days,Facebook,0.13,2994000,1116268,39283,704536,1/16/2021
Mega,Men 18-24,45 days,Daraz,0.07,3115000,1136437,48913,872186,2/17/2021
Mega,Women 35-44,60 days,YouTube,0.1,2956000,975087,38769,839744,8/11/2021
